f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33
M10,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,C,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,1,3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
M10,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,C,1,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,A,1,3,0.3,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,C,1.5,4,0.2,0.5,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,B,1,3,0.2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,2,4,0.3,0.6,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,A,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,A,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,A,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,A,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,A,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,A,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,C,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,D,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
Q25,E,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D14,B,1,4,0.2,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
D14,B,1,3,0.3,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,B,1,4,0.2,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
D14,B,1,3,0.2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,C,89,15,0.6,2.5,7.6,11.5,10.6,9.8,7.5,6,7.6,6.6,7.3,7.1,3,0.8,0.2,,,,,,,,,,,,,,
D14,D,125,19,0.7,3.5,9.1,11.8,12.5,11.3,8,7.1,8.2,7.6,6.5,6.1,7.5,8.5,6.8,5,3,1.8,0.3,,,,,,,,,,
D14,E,1,3,0.3,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,E,3,5,0.4,1,0.7,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,
D14,E,2,4,0.2,0.7,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,1.5,4,0.2,0.7,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,2,5,0.2,0.5,0.5,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,1.5,5,0.2,0.3,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,2,6,0.2,0.5,0.5,0.4,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
D14,F,2.5,7,0.2,0.6,0.5,0.5,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,
D14,F,3,7,0.2,0.5,0.3,0.4,0.8,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,
D14,B,1,4,0.2,0.4,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
D14,B,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D14,B,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D14,G,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D14,G,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D14,G,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D14,G,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D14,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,A,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,B,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,G,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,G,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
M17,A,4,4,0.8,1.6,0.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
M17,A,10,7,0.2,0.9,2.4,3.1,2.3,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,
M17,B,51,10,1,3.1,5.6,8.8,8.5,10.2,7.2,4,2.2,0.6,,,,,,,,,,,,,,,,,,,
M17,C,21,8,1,3.1,4.2,3.8,3.5,3.7,1.8,0.3,,,,,,,,,,,,,,,,,,,,,
J1,A,98,19,0.7,1.6,5.2,8.6,7.2,8.4,6.6,6.9,6.3,6.9,7.1,7.6,7.1,6,5.6,3.7,1.8,0.8,0.2,,,,,,,,,,
J1,B,6,6,0.5,1.6,1.7,1.3,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,
J1,C,2,6,0.2,0.6,0.5,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
J1,D,7,6,0.5,1.5,2.3,1.8,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,
J1,D,1,3,0.2,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,D,2,3,0.6,0.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,D,3,4,0.4,0.9,1.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J1,D,5,5,0.5,1.3,1.8,1.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,
J1,D,1.5,3,0.6,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,D,1,3,0.3,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,D,4,5,0.3,1.6,1.5,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,
J1,D,18,10,0.6,2.5,3.7,3.1,2,1.8,1.9,1.2,0.6,0.2,,,,,,,,,,,,,,,,,,,
J1,D,14.5,8,0.5,2.1,3.8,3.1,2.2,1.7,0.9,0.2,,,,,,,,,,,,,,,,,,,,,
J1,D,64,19,0.6,2.8,4.2,3.5,3.5,4.7,3.2,2.5,3.8,4.3,6.1,5.3,5.3,6.2,4.6,2,1.1,0.4,0.2,,,,,,,,,,
J1,E,5,8,0.3,0.6,0.6,0.7,1.3,0.9,0.3,0.2,,,,,,,,,,,,,,,,,,,,,
J1,E,4,6,0.3,0.6,0.6,1.1,1.1,0.4,,,,,,,,,,,,,,,,,,,,,,,
J1,E,4,6,0.2,0.6,0.6,0.9,1,0.7,,,,,,,,,,,,,,,,,,,,,,,
J1,E,1,4,0.2,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
J1,E,1,3,0.4,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,E,2,5,0.3,0.5,0.5,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,
J1,E,8,9,0.2,0.7,0.8,1.6,1.5,1.4,1.1,0.7,0.2,,,,,,,,,,,,,,,,,,,,
J1,E,2,5,0.2,0.6,0.5,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,3,0.3,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,4,8,0.2,0.6,0.7,0.6,0.5,0.5,0.4,0.2,,,,,,,,,,,,,,,,,,,,,
J1,F,1.5,4,0.3,0.6,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,2,5,0.3,0.6,0.5,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,2,4,0.2,0.6,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
J1,G,117,20,1,4.5,6.8,8.6,8.7,9,6.6,5.1,7,8.6,8.5,9,8.1,7.3,6.4,5.7,3.3,1.8,1,0.2,,,,,,,,,
J1,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,E,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,D,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,E,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,5,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,5,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J1,E,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J1,E,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
J1,F,1,6,0.2,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,3,0.5,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,3,0.5,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,3,0.5,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,2,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,2,3,0.8,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,3,0.5,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1.5,3,0.6,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,2,3,0.5,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,2,3,0.5,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,3,0.6,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,3,0.6,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,3,0.3,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,3,0.6,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,3,0.6,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,2,3,0.9,0.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1.5,3,0.6,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,3,0.3,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,3,0.4,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,2,3,0.9,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,3,0.6,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,D,3,3,1.5,1.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,2,1.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,3,3,1.5,1.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,D,4,3,1.9,1.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,2,3,0.8,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,3.5,3,1.3,1.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,2,3,1.2,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,E,3,4,0.7,1.1,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,2,3,0.8,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,1,2,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,3,3,1.1,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,E,3.5,3,1.5,1.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,1,3,0.5,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,D,2,3,0.6,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,D,2,3,0.8,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,2,3,0.6,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,1,3,0.4,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,2,3,0.7,0.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,2,3,1.1,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,4,3,1.6,1.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,4,3,1.7,1.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,4,4,1,1.5,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
D18,E,6,5,1.2,1.1,2,1.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,3,3,1.2,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,1,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,2,3,0.5,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,2,2,1.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,2.5,3,1.3,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,3.5,3,1.5,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,1.5,2,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,C,2,3,0.8,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,C,1,3,0.7,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,A,4,4,1.3,1.5,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D18,C,2,3,1.1,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,C,2,3,0.6,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,C,3,3,1.6,1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,C,2,3,1.1,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,D,2,3,1,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,D,2,3,0.6,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,C,3,4,0.8,1,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,B,1,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
